,osm_id,Extra_cost,Number_of_accidents_total,Number_of_casualties_total,Average_severity,Scenario1,Scenario2,Scenario3,Scenario4,Scenario5
110,81544582,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
111,31828766,0.15656565656565655,3,3,2.6666666666666665,0.15656565656565655,0.15656565656565655,0.15656565656565669,0.15656565656565655,0.1565656565656564
112,14329687,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
113,323312325,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
114,218389046,0.1590909090909091,5,5,3.0,0.15909090909090906,0.1590909090909091,0.15909090909090923,0.15909090909090906,0.15909090909090895
115,722334583,0.03787878787878787,1,1,3.0,0.03787878787878787,0.03787878787878791,0.03787878787878791,0.03787878787878791,0.03787878787878777
116,482253261,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
117,31290448,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
118,26324549,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
119,38730255,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
120,155419698,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
121,151531966,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
122,191945185,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
123,4288919,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
124,4086266,0.5328282828282829,12,13,2.75,0.5328282828282829,0.5328282828282829,0.5328282828282828,0.5328282828282828,0.5328282828282828
125,479741272,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
126,251418322,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
127,537170584,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
128,4598803,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
129,9198936,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
130,154145135,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
131,355463565,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
132,195183072,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
133,24867216,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
134,40525978,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
135,153592396,0.034090909090909095,1,1,3.0,0.03409090909090908,0.034090909090909116,0.03409090909090926,0.034090909090909116,0.03409090909090898
136,736592375,0.060606060606060615,2,2,3.0,0.060606060606060615,0.060606060606060656,0.060606060606060656,0.06060606060606065,0.06060606060606052
137,154735911,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
138,156165947,0.030303030303030307,1,1,3.0,0.030303030303030307,0.030303030303030328,0.030303030303030328,0.030303030303030325,0.030303030303030328
139,24475216,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
140,12336696,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
141,334256452,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
142,26153326,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
143,12717245,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
144,32004981,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
145,31483111,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
146,30819964,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
147,399489585,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
148,673344283,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
149,191130991,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
150,27403831,0.07070707070707072,1,2,2.0,0.07070707070707072,0.07070707070707076,0.07070707070707076,0.07070707070707076,0.07070707070707062
151,23348011,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
152,398514577,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
153,11149572,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
154,26501821,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
155,528715400,0.03787878787878787,1,1,3.0,0.03787878787878787,0.03787878787878791,0.03787878787878791,0.03787878787878791,0.03787878787878777
156,320716616,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
157,60770750,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
158,30794194,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
159,685514911,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
160,30326024,0.07954545454545454,1,1,2.0,0.07954545454545453,0.07954545454545461,0.07954545454545447,0.0795454545454546,0.07954545454545447
161,23323990,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
162,31817689,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
163,31828376,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
164,369117579,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
165,42028074,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
166,24477726,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
167,27026264,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
168,4251618,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
169,38658341,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
170,25996843,0.07954545454545454,1,1,2.0,0.07954545454545453,0.07954545454545461,0.07954545454545447,0.0795454545454546,0.07954545454545447
171,32036669,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
172,22791839,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
173,155477712,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
174,39521988,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
175,38664142,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
176,8906508,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
177,153967022,0.07196969696969698,2,2,3.0,0.07196969696969695,0.07196969696969703,0.07196969696969689,0.07196969696969702,0.07196969696969689
178,27330501,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
179,27403824,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
180,189923288,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
181,141799926,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
182,38748962,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
183,30635906,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
184,32255004,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
185,491313422,0.034090909090909095,1,1,3.0,0.03409090909090908,0.034090909090909116,0.03409090909090926,0.034090909090909116,0.03409090909090898
186,45836503,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
187,25926302,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
188,30742620,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
189,38477296,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
190,424590083,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
191,154570919,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
192,528715401,0.07070707070707072,1,3,2.0,0.07070707070707072,0.07070707070707076,0.07070707070707076,0.07070707070707076,0.07070707070707062
193,238873058,0.07070707070707072,1,1,2.0,0.07070707070707072,0.07070707070707076,0.07070707070707076,0.07070707070707076,0.07070707070707062
194,23324942,0.08838383838383837,1,1,2.0,0.08838383838383837,0.08838383838383831,0.08838383838383845,0.0883838383838383,0.08838383838383831
195,106475337,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
196,613037773,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
197,31966358,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
198,356068520,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
199,32027749,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
200,4393706,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
201,436060307,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
202,77487112,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
203,30589135,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
204,39270807,0.03787878787878787,1,1,3.0,0.03787878787878787,0.03787878787878791,0.03787878787878791,0.03787878787878791,0.03787878787878777
205,8653450,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
206,288808361,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
207,25374739,0.030303030303030307,1,1,3.0,0.030303030303030307,0.030303030303030328,0.030303030303030328,0.030303030303030325,0.030303030303030328
208,154953614,0.07070707070707072,1,1,2.0,0.07070707070707072,0.07070707070707076,0.07070707070707076,0.07070707070707076,0.07070707070707062
209,670890733,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
210,153988880,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
211,39916812,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
212,24865952,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
213,22791862,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
214,448715667,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
215,613322669,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
216,32235366,0.030303030303030307,1,1,3.0,0.030303030303030307,0.030303030303030328,0.030303030303030328,0.030303030303030325,0.030303030303030328
217,154145184,0.03787878787878787,1,1,3.0,0.03787878787878787,0.03787878787878791,0.03787878787878791,0.03787878787878791,0.03787878787878777
218,60266600,0.030303030303030307,1,1,3.0,0.030303030303030307,0.030303030303030328,0.030303030303030328,0.030303030303030325,0.030303030303030328
219,11816373,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
220,4251661,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
221,4248261,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
222,32037056,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
223,480994622,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
224,38477125,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
225,153967021,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
