,osm_id,Extra_cost,Number_of_accidents_total,Number_of_casualties_total,Average_severity,Scenario1,Scenario2,Scenario3,Scenario4,Scenario5
6439,190792594,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6440,31435635,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6441,41643448,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6442,184967217,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6443,24480461,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6444,40647047,0.027000000000000003,1,1,3.0,0.11699999999999999,0.29700000000000004,0.7170000000000001,0.597,0.837
6445,691306386,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6446,126280528,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6447,153956635,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6448,39228033,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6449,40929626,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6450,154360713,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6451,659992852,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6452,324028160,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6453,470005727,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6454,23692445,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6455,691486738,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6456,154229002,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6457,4393715,0.03,1,1,3.0,0.12,0.30000000000000004,0.72,0.6,0.84
6458,141254593,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6459,84823392,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6460,25395423,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6461,31821045,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6462,31574140,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6463,445480130,0.05600000000000001,1,1,2.0,0.14600000000000002,0.32600000000000007,0.746,0.626,0.866
6464,435209471,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6465,191130993,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6466,26600045,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6467,39521599,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6468,25375487,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6469,154155205,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6470,35160256,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6471,34554540,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6472,22796465,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6473,188672886,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6474,30697136,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6475,194148329,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6476,400799110,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6477,32254919,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6478,154278883,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6479,39229122,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6480,4602669,0.156,3,10,2.3333333333333335,0.246,0.42600000000000005,0.8459999999999999,0.726,0.966
6481,39232175,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6482,23605826,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6483,30138462,0.024000000000000004,1,1,3.0,0.114,0.29400000000000004,0.714,0.594,0.8340000000000001
6484,146738547,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6485,124388340,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6486,22796537,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6487,33040093,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6488,39227848,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6489,154105507,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6490,12211464,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6491,41138507,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6492,255396054,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6493,83226432,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6494,195196756,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6495,40352662,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6496,22924976,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6497,166709066,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6498,155418092,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6499,32005080,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6500,688419570,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6501,25397139,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6502,153587545,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6503,31775109,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6504,11972913,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6505,218389026,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6506,192980957,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6507,24415802,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6508,153703676,0.054000000000000006,2,2,3.0,0.14400000000000002,0.32400000000000007,0.744,0.624,0.864
6509,11808869,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6510,26607622,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6511,201889351,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6512,323240519,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6513,154236609,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6514,155500289,0.027000000000000003,1,1,3.0,0.11699999999999999,0.29700000000000004,0.7170000000000001,0.597,0.837
6515,153587593,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6516,30636313,0.063,1,2,2.0,0.153,0.3330000000000001,0.7529999999999999,0.633,0.873
6517,24488087,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6518,40870509,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6519,30635897,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6520,83027743,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6521,38859293,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6522,16111426,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6523,31647419,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6524,31570703,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6525,37559217,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6526,38859606,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6527,22796532,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6528,551953161,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6529,489617095,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6530,155646431,0.06999999999999999,1,4,2.0,0.16,0.33999999999999997,0.76,0.6399999999999999,0.88
6531,31435161,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6532,369855345,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6533,39269181,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6534,24869989,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6535,155307996,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6536,154145148,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6537,38861449,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6538,692955487,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6539,530012561,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6540,155500307,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6541,218927086,0.027000000000000003,1,1,3.0,0.11699999999999999,0.29700000000000004,0.7170000000000001,0.597,0.837
6542,12344068,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6543,31512496,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6544,25163471,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6545,4878399,0.027000000000000003,1,1,3.0,0.11699999999999999,0.29700000000000004,0.7170000000000001,0.597,0.837
6546,703954819,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6547,26177695,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6548,25396997,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6549,462828224,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6550,38859519,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6551,31989419,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6552,35591574,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6553,679158296,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6554,160073450,0.051000000000000004,2,2,3.0,0.14100000000000001,0.32100000000000006,0.7409999999999999,0.621,0.861
6555,479063235,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6556,257152560,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6557,39269060,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6558,11808836,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6559,656639907,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6560,680553695,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6561,31290444,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6562,154105492,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6563,639245144,0.08700000000000001,2,3,2.5,0.17700000000000002,0.357,0.7769999999999999,0.657,0.897
6564,153980427,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6565,31566326,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6566,22328582,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6567,211309699,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6568,126051304,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6569,339836800,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6570,77662013,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6571,590185756,0.10500000000000001,4,6,3.0,0.195,0.375,0.7949999999999999,0.675,0.915
6572,106475125,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6573,325038657,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6574,24656928,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6575,194824051,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6576,41140083,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6577,31570375,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6578,38658328,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6579,672227437,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6580,26772308,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6581,30915283,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6582,31617601,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6583,28248675,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6584,24475055,0.063,1,4,2.0,0.153,0.3330000000000001,0.7529999999999999,0.633,0.873
6585,22946581,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6586,644702843,0.063,1,3,2.0,0.153,0.3330000000000001,0.7529999999999999,0.633,0.873
6587,4471048,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6588,257121060,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6589,236751976,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6590,28810393,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6591,31580448,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6592,166709051,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6593,39091355,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6594,32007315,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6595,363821877,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6596,206574688,0.03,1,1,3.0,0.12,0.30000000000000004,0.72,0.6,0.84
6597,24480470,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6598,154360705,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6599,37333328,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6600,627409059,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6601,28115941,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6602,252817862,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6603,655511827,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6604,22796410,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6605,22959987,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6606,4330812,0.027000000000000003,1,1,3.0,0.11699999999999999,0.29700000000000004,0.7170000000000001,0.597,0.837
6607,4086272,0.024000000000000004,1,6,3.0,0.114,0.29400000000000004,0.714,0.594,0.8340000000000001
6608,6110791,0.024000000000000004,1,1,3.0,0.114,0.29400000000000004,0.714,0.594,0.8340000000000001
6609,155558018,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6610,154289231,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6611,32036518,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6612,256711621,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6613,38662653,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6614,39269269,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6615,11859896,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6616,40353289,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6617,404129451,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6618,31291861,0.06999999999999999,1,1,2.0,0.16,0.33999999999999997,0.76,0.6399999999999999,0.88
6619,38860017,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6620,24480297,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6621,4614823,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6622,154405657,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6623,25455944,0.03,1,1,3.0,0.12,0.30000000000000004,0.72,0.6,0.84
6624,670906609,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6625,38427613,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6626,733260747,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6627,9068058,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6628,30767031,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6629,39229377,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6630,465959651,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6631,154986298,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6632,194204567,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6633,40354092,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6634,4393720,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6635,271927705,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6636,156363500,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6637,24480310,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6638,11815844,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6639,337800140,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6640,132652305,0.054000000000000006,2,2,3.0,0.14400000000000002,0.32400000000000007,0.744,0.624,0.864
6641,5020366,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6642,360793210,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6643,38748191,0.097,2,2,2.5,0.187,0.367,0.7869999999999999,0.667,0.907
6644,631400286,0.03,1,3,3.0,0.12,0.30000000000000004,0.72,0.6,0.84
6645,481273045,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6646,41642349,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6647,4377442,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6648,13027922,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6649,60770749,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6650,32017529,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6651,30755918,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6652,25920733,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6653,24480332,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6654,4407069,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6655,248629264,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6656,211515621,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6657,5078480,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6658,60198094,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6659,24656805,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6660,4330652,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6661,390308907,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6662,4755298,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6663,4209950,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6664,33728189,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6665,12854257,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6666,26591295,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6667,32005284,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6668,59417574,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6669,38657834,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6670,38429606,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6671,218386511,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6672,190777938,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6673,23571301,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6674,24480384,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6675,31573394,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6676,22744287,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6677,553772521,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6678,38477949,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6679,401774669,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6680,15238413,0.063,1,1,2.0,0.153,0.3330000000000001,0.7529999999999999,0.633,0.873
6681,4238074,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6682,81396341,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6683,133618137,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6684,25374533,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6685,24487703,0.027000000000000003,1,1,3.0,0.11699999999999999,0.29700000000000004,0.7170000000000001,0.597,0.837
6686,10163326,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6687,38707409,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6688,38859264,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6689,30986757,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6690,38431022,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6691,153834110,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6692,37559275,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6693,38427588,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6694,36246451,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6695,31290440,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6696,22959990,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6697,153374076,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6698,30767029,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6699,23366781,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6700,211778360,0.024000000000000004,1,1,3.0,0.114,0.29400000000000004,0.714,0.594,0.8340000000000001
6701,24656974,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6702,24487870,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6703,38860493,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6704,701985713,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6705,38657471,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6706,154155241,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6707,554032163,0.03,1,2,3.0,0.12,0.30000000000000004,0.72,0.6,0.84
6708,4471481,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6709,106472671,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6710,279578709,0.094,2,2,2.5,0.184,0.364,0.784,0.6639999999999999,0.904
6711,106222473,0.03,1,1,3.0,0.12,0.30000000000000004,0.72,0.6,0.84
6712,166717294,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6713,155682957,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6714,32548472,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6715,4270202,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6716,37558097,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6717,191131003,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6718,22796852,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6719,296041055,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6720,23605697,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6721,24869838,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6722,47344867,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6723,154105480,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6724,41304503,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6725,4215762,0.11300000000000002,3,3,2.6666666666666665,0.203,0.383,0.8029999999999999,0.683,0.923
6726,30794253,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6727,446530348,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6728,154405689,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6729,401851184,0.027000000000000003,1,1,3.0,0.11699999999999999,0.29700000000000004,0.7170000000000001,0.597,0.837
6730,25957584,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6731,32208707,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6732,30917186,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6733,153980416,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6734,533798676,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6735,30823526,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6736,153592393,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6737,27269619,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6738,22796390,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6739,218739353,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6740,154405729,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6741,24415529,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6742,29324815,0.051000000000000004,2,2,3.0,0.14100000000000001,0.32100000000000006,0.7409999999999999,0.621,0.861
6743,217974133,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6744,30913834,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6745,26530471,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6746,26324656,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6747,31573226,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6748,195430286,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6749,38477851,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6750,35213445,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6751,280018995,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6752,24942799,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6753,370682445,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6754,32255412,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6755,169589070,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6756,10581081,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6757,12170560,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6758,28810333,0.057,2,2,3.0,0.147,0.32700000000000007,0.7469999999999999,0.627,0.867
6759,339537650,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6760,457635573,0.027000000000000003,1,1,3.0,0.11699999999999999,0.29700000000000004,0.7170000000000001,0.597,0.837
6761,40870417,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6762,30326045,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6763,36131970,0.03,1,1,3.0,0.12,0.30000000000000004,0.72,0.6,0.84
6764,33545174,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6765,4042167,0.193,5,6,2.6,0.28300000000000003,0.4630000000000001,0.883,0.763,1.0030000000000001
6766,31616001,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6767,692562841,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6768,539096186,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6769,31975380,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6770,5061466,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6771,653863746,0.054000000000000006,2,2,3.0,0.14400000000000002,0.32400000000000007,0.744,0.624,0.864
6772,671591836,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6773,313162015,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6774,154577814,0.063,1,1,2.0,0.153,0.3330000000000001,0.7529999999999999,0.633,0.873
6775,154008412,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6776,51848920,0.07500000000000001,3,4,3.0,0.165,0.3450000000000001,0.7649999999999999,0.645,0.885
6777,38663860,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6778,39233731,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
6779,31574092,0.024000000000000004,1,1,3.0,0.114,0.29400000000000004,0.714,0.594,0.8340000000000001
6780,39780644,0.0,0,0,0.0,0.09,0.27,0.69,0.57,0.81
