id,Longitude,Latitude,Accident_Severity,Light_Conditions,Weather_Conditions,Road_Surface_Conditions
590,-2.982828,53.407435,2,1,1,1
591,-2.941052,53.398485,3,1,1,1
592,-2.9306240000000003,53.429272999999995,3,1,1,1
593,-2.979077,53.42815699999999,3,1,1,1
594,-2.994226,53.405956,2,1,1,1
595,-2.948907,53.37907,3,4,1,1
596,-2.987813,53.410934999999995,2,1,1,2
597,-2.991539,53.395839,3,1,1,1
598,-2.932505,53.440943000000004,3,1,1,1
599,-2.913575,53.428038,2,1,1,1
600,-2.980689,53.401439,2,1,1,1
601,-2.924534,53.384412,3,1,2,2
602,-2.971181,53.445561,2,1,1,1
603,-2.953921,53.464828000000004,3,1,9,1
604,-2.935986,53.413706999999995,3,1,1,1
605,-2.9547470000000002,53.427096,3,1,1,1
606,-2.978334,53.421386,3,4,1,1
607,-2.903063,53.451138,3,1,1,1
608,-2.909838,53.446862,3,1,1,1
609,-2.891046,53.42375799999999,3,1,1,1
610,-2.883826,53.419551,3,1,1,1
611,-2.937677,53.394808,3,7,1,2
612,-2.967244,53.42935,3,1,1,1
613,-2.8982189999999997,53.365646,3,1,1,1
614,-2.906237,53.442493999999996,3,1,1,1
615,-2.911,53.430781,3,1,1,1
616,-2.909894,53.369108,3,1,1,1
617,-2.864473,53.358614,3,4,1,1
618,-2.955461,53.390488,3,4,1,1
619,-2.955578,53.470199,3,1,1,1
620,-2.885707,53.43623,3,4,1,1
621,-2.90367,53.391006999999995,3,1,1,1
622,-2.945668,53.403859999999995,3,1,1,1
623,-2.993648,53.407624,3,1,1,1
624,-2.864584,53.373714,3,1,1,1
625,-2.930744,53.42511,3,1,1,2
626,-2.909057,53.368602,3,1,2,2
627,-2.981156,53.404743,3,1,1,1
628,-2.904128,53.413341,2,1,9,1
629,-2.934301,53.373199,2,1,1,1
630,-2.866447,53.345575,3,4,1,1
631,-2.932505,53.440943000000004,3,1,1,1
632,-2.978491,53.40525,2,1,1,1
633,-2.932701,53.440968999999996,3,1,1,1
634,-2.8979619999999997,53.35775600000001,3,1,1,1
635,-2.968279,53.435148999999996,3,4,1,1
636,-2.943372,53.383042,3,4,1,1
637,-2.9599740000000003,53.429328000000005,3,1,1,1
638,-2.919023,53.415448,3,1,1,1
639,-2.922699,53.410125,3,1,1,1
640,-2.955932,53.46719399999999,3,1,1,1
641,-2.905208,53.414618000000004,3,4,1,1
642,-2.925614,53.42106,3,4,1,2
643,-2.9594709999999997,53.402977,3,1,1,1
644,-2.900254,53.461424,3,1,1,1
645,-2.885843,53.436238,3,1,1,1
646,-2.955126,53.390283999999994,3,1,1,1
647,-2.948379,53.408072,3,1,1,1
648,-2.997048,53.408935,3,1,1,1
649,-2.963616,53.461928,3,1,1,1
650,-2.885675,53.436158,3,1,1,1
651,-2.9564169999999996,53.46461899999999,3,1,1,1
652,-2.926854,53.428952,3,4,1,1
653,-2.9689900000000002,53.422064,2,4,1,1
654,-2.925815,53.41018199999999,3,1,1,1
655,-2.913511,53.365331999999995,3,1,1,1
656,-2.902711,53.45369399999999,3,4,1,1
657,-2.90991,53.369126,3,4,1,1
658,-2.9622029999999997,53.411378000000006,3,4,1,1
659,-2.912992,53.417678,3,1,4,2
660,-2.895469,53.385029,3,4,1,2
661,-2.927412,53.464264,3,4,2,2
662,-2.952251,53.417777,3,4,2,2
663,-2.9493560000000003,53.41211,3,1,1,1
664,-2.931362,53.38039499999999,3,1,4,1
665,-2.942582,53.454806000000005,3,1,1,2
666,-2.954103,53.411784,3,4,5,2
667,-2.9319889999999997,53.468982999999994,3,4,2,2
668,-2.948185,53.404092000000006,3,4,1,1
669,-2.936369,53.441417,3,1,1,1
670,-2.910648,53.360078,3,4,2,2
671,-2.970765,53.441852000000004,3,1,1,1
672,-2.87695,53.440061,3,1,1,1
673,-2.9656990000000003,53.389731000000005,3,1,1,1
674,-2.949402,53.400001,3,1,1,1
675,-2.91702,53.426538,3,1,1,1
676,-2.938266,53.413375,3,1,1,1
677,-2.946686,53.384014,3,4,2,2
678,-2.90707,53.380492000000004,2,1,1,1
679,-2.895394,53.40294399999999,2,1,1,1
680,-2.951172,53.434837,3,1,1,1
681,-2.9086790000000002,53.405226,2,1,1,1
682,-2.858346,53.340078000000005,3,1,1,1
683,-2.948292,53.40419,2,4,1,1
684,-2.903954,53.407957999999994,3,4,1,1
685,-2.948419,53.408531,3,1,1,1
686,-2.932415,53.44098,3,1,1,1
687,-2.8723259999999997,53.349514,3,1,1,2
688,-2.937434,53.436446999999994,3,4,1,1
689,-2.913718,53.398185,3,1,1,1
690,-2.913783,53.398391000000004,3,1,1,1
691,-2.97917,53.38635,3,1,1,1
692,-2.964089,53.452206999999994,3,1,2,2
693,-2.835003,53.387533999999995,3,1,1,1
694,-2.930143,53.441699,3,1,1,1
695,-2.984008,53.407722,3,1,1,1
696,-2.964243,53.385177,2,4,1,1
697,-2.985646,53.400481000000006,3,1,1,1
698,-2.965114,53.416379000000006,3,1,1,1
699,-2.904218,53.384235,2,1,1,1
700,-2.934334,53.435087,3,4,1,1
701,-2.965172,53.445529,3,1,1,1
702,-2.9489490000000003,53.412085999999995,3,4,1,1
703,-2.964045,53.386382999999995,2,4,1,1
704,-2.947006,53.387598,3,4,1,1
705,-2.977769,53.404618000000006,3,1,1,1
706,-2.983347,53.408401,3,1,1,1
707,-2.868036,53.361662,3,4,1,1
708,-2.910705,53.431034999999994,3,1,1,1
709,-2.8973869999999997,53.45545,3,1,1,1
710,-2.955867,53.396533999999996,3,4,1,1
711,-2.965,53.39471700000001,3,4,1,1
712,-2.937794,53.423401,3,7,1,-1
713,-2.9784490000000003,53.40933100000001,3,1,1,1
714,-2.907597,53.384766000000006,3,1,1,1
715,-2.961846,53.406239,3,1,1,1
716,-2.973042,53.433474,2,4,2,2
717,-2.990631,53.407262,2,4,2,2
718,-2.9289099999999997,53.425906000000005,2,4,1,2
719,-2.981855,53.422013,3,1,1,1
720,-2.950247,53.44599,3,1,1,1
721,-2.918096,53.364039,3,4,2,2
722,-2.981009,53.44215500000001,3,4,1,1
723,-2.892049,53.353018000000006,3,4,2,2
724,-2.893743,53.37655600000001,2,1,2,2
725,-2.913386,53.413593999999996,3,1,1,1
726,-2.97493,53.399499,3,4,1,1
727,-2.866492,53.380352,2,1,1,1
728,-2.912049,53.413685,3,4,1,-1
729,-2.986226,53.400863,3,1,1,1
730,-2.910743,53.413821,3,1,1,1
731,-2.9781779999999998,53.405405,3,1,1,1
732,-2.876307,53.432235999999996,3,1,1,1
733,-2.953984,53.380926,3,4,1,1
734,-2.898786,53.372617000000005,3,4,1,1
735,-2.987701,53.39569100000001,3,4,2,2
736,-2.980962,53.404807,2,4,1,1
737,-2.972255,53.420735,3,4,1,1
738,-2.980975,53.396178000000006,3,1,1,1
739,-2.978724,53.425895,3,4,1,2
740,-2.971262,53.438584999999996,2,1,1,1
741,-2.923771,53.37420600000001,3,1,1,1
742,-2.979969,53.440788,3,4,1,1
743,-2.9099049999999997,53.4507,3,1,1,1
744,-2.919407,53.454896999999995,3,4,2,2
745,-2.975669,53.402235,3,4,1,1
746,-2.896617,53.397415,3,1,1,1
747,-2.9626419999999998,53.380192,3,4,8,2
748,-2.876811,53.420159999999996,2,1,1,1
749,-2.935934,53.450391,3,4,2,2
750,-2.892156,53.383327,3,4,1,1
751,-2.943918,53.382560999999995,3,4,1,1
752,-2.8537049999999997,53.337801,3,1,1,1
753,-2.894129,53.410756000000006,3,1,1,1
754,-2.8717759999999997,53.42044,3,1,1,1
755,-2.926798,53.389662,3,4,1,1
756,-2.956497,53.407171999999996,3,1,1,1
757,-2.941229,53.468524,3,1,1,1
758,-2.959807,53.429258,3,1,1,1
759,-2.9791950000000003,53.428084999999996,3,1,1,1
760,-2.954736,53.428633,3,1,1,1
761,-2.9797119999999997,53.427657999999994,3,1,1,1
762,-2.93991,53.440876,2,1,1,1
763,-2.947867,53.387088,3,4,1,2
764,-2.930088,53.390238000000004,3,4,1,1
765,-2.8771400000000003,53.42006800000001,2,1,1,1
766,-2.98355,53.411339,3,1,1,1
767,-2.9729349999999997,53.41032,3,4,1,1
768,-2.868603,53.42054399999999,2,1,1,1
769,-2.932977,53.375896999999995,3,1,1,1
770,-2.874552,53.349641000000005,3,1,1,1
771,-2.9538290000000003,53.442581999999994,3,1,1,1
772,-2.881174,53.376461,3,1,1,2
773,-2.848969,53.348163,3,1,1,1
774,-2.970018,53.405751,3,4,1,1
775,-2.9980130000000003,53.414795999999996,3,1,1,1
776,-2.978018,53.404993000000005,3,1,1,1
777,-2.96089,53.442588,3,1,1,2
778,-2.855952,53.359277,2,1,1,1
779,-2.978675,53.394938,3,1,1,1
780,-2.9538450000000003,53.425143999999996,3,4,2,2
781,-2.972989,53.405412,2,1,2,2
782,-2.855955,53.359439,3,1,1,1
783,-2.9598459999999998,53.38221899999999,3,1,1,1
784,-2.944211,53.412123,3,1,1,2
785,-2.942286,53.422359,2,4,1,1
786,-2.962368,53.457363,3,4,1,1
787,-2.8961069999999998,53.462624,2,4,1,1
788,-2.9019369999999998,53.424261,3,1,1,1
789,-2.9612990000000003,53.442046,3,4,1,2
790,-2.972036,53.42104200000001,3,1,2,2
791,-2.917738,53.398415,2,4,1,1
792,-2.982797,53.40934,3,4,1,1
793,-2.940615,53.39572,2,1,1,1
794,-2.9661619999999997,53.380945,3,1,1,1
795,-2.982843,53.407425,3,4,1,1
796,-2.918764,53.364348,3,1,1,1
797,-2.9704200000000003,53.408857,3,1,1,1
798,-2.959451,53.422816000000005,3,1,1,1
799,-2.962293,53.400725,3,4,1,1
800,-2.87751,53.383210999999996,2,1,1,1
801,-2.929724,53.425253000000005,3,1,1,1
802,-2.955476,53.390496999999996,3,4,1,1
803,-2.9666490000000003,53.46416899999999,2,4,1,1
804,-2.893224,53.422124,3,5,8,2
805,-2.94817,53.404101000000004,3,4,1,1
806,-2.982756,53.393206000000006,3,1,1,1
807,-2.901785,53.409259999999996,3,1,1,1
808,-2.962354,53.400752000000004,2,4,1,1
809,-2.949824,53.39865,3,4,1,1
810,-2.9485669999999997,53.439514,3,1,1,1
811,-2.961338,53.397039,3,4,1,2
812,-2.967984,53.432095,3,4,2,2
813,-2.907938,53.367585999999996,2,4,1,2
814,-2.9361509999999997,53.409553,3,1,1,1
815,-2.953758,53.44277099999999,2,4,1,2
816,-2.989769,53.40963299999999,3,1,1,1
817,-2.9589380000000003,53.38664,2,1,1,1
818,-2.93748,53.436455,3,4,1,2
819,-2.900852,53.362956000000004,3,1,1,2
820,-2.930225,53.390308999999995,3,1,1,2
821,-2.9319889999999997,53.468965000000004,3,1,1,1
822,-2.922338,53.410101,3,4,1,2
823,-2.9483610000000002,53.405924,3,1,1,2
824,-2.937418,53.436393,3,1,1,1
825,-2.977019,53.42834499999999,3,1,1,1
826,-2.9251970000000003,53.453143999999995,3,1,1,1
827,-2.973236,53.440637,3,4,2,2
828,-2.903556,53.377120999999995,3,4,2,2
829,-2.970269,53.456427000000005,2,4,1,2
830,-2.890699,53.405702000000005,3,1,1,1
831,-2.982646,53.409333,3,1,1,1
832,-2.888977,53.351971,3,4,2,2
833,-2.8924090000000002,53.383928000000004,3,1,1,2
834,-2.997062,53.408863000000004,3,4,5,2
835,-2.9621939999999998,53.393661,2,1,1,1
836,-2.957405,53.428854,2,4,1,2
837,-2.914217,53.41375,3,4,1,1
838,-2.982973,53.40199499999999,3,4,1,1
839,-2.927671,53.389718,3,1,1,1
840,-2.984054,53.407766,3,4,1,1
841,-2.990845,53.405463,3,1,1,1
842,-2.862377,53.393946,3,1,1,3
843,-2.940794,53.43997099999999,2,1,1,1
844,-2.958114,53.406826,3,4,1,1
845,-2.900425,53.406124,3,4,1,1
846,-2.9803830000000002,53.401837,2,4,1,1
847,-2.932761,53.440968000000005,3,1,1,1
848,-2.9653110000000003,53.442364000000005,3,1,1,1
849,-2.994555,53.416191000000005,3,4,1,1
850,-2.912311,53.389351,3,4,2,2
851,-2.924801,53.402271,3,1,1,1
852,-2.9594840000000002,53.421575,3,1,1,2
853,-2.9046689999999997,53.396294,3,1,1,1
854,-2.946108,53.397241,3,6,1,1
855,-2.9146240000000003,53.39976899999999,3,4,1,1
856,-2.9754389999999997,53.402039,3,4,4,1
857,-2.886581,53.39863199999999,3,1,5,2
858,-2.9887479999999997,53.406478,2,1,1,1
859,-2.990537,53.405816,3,4,1,2
860,-2.979095,53.394234,2,4,2,2
861,-2.910719,53.43099,2,1,1,1
862,-2.990508,53.400018,3,4,1,1
863,-2.8999509999999997,53.40504,3,1,1,1
864,-2.989322,53.420864,3,4,2,2
865,-2.975917,53.4019,2,4,2,2
866,-2.978497,53.42389300000001,3,1,2,2
867,-2.943565,53.425746999999994,3,5,2,2
868,-2.972757,53.403841,3,4,1,2
869,-2.907351,53.459456,3,4,1,2
870,-2.9680169999999997,53.43555500000001,3,4,2,2
871,-2.944171,53.396717,3,4,1,2
872,-2.972414,53.436293000000006,3,1,1,2
873,-2.955373,53.390578000000005,3,1,1,1
874,-2.96905,53.44851800000001,3,1,2,2
875,-2.853185,53.354631999999995,3,4,1,2
876,-2.982549,53.411662,2,4,2,2
877,-2.941506,53.447003,3,4,1,1
878,-2.933707,53.42435,2,4,1,1
879,-2.949472,53.398401,3,4,8,2
880,-2.9375419999999997,53.436563,3,4,5,2
881,-2.9091139999999998,53.381859999999996,3,1,1,1
882,-2.866818,53.360853000000006,3,1,2,2
883,-2.888343,53.418997,2,4,1,2
884,-2.895369,53.37311,3,1,1,1
885,-2.972673,53.434447999999996,3,1,1,1
886,-2.978729,53.403199,2,4,1,1
887,-2.982201,53.423305000000006,1,4,1,2
888,-2.981216,53.404715,3,1,1,1
889,-2.9494849999999997,53.459793999999995,3,1,1,2
890,-2.9292580000000004,53.452223,3,4,1,2
891,-2.93834,53.413329000000004,3,1,1,1
892,-2.969213,53.441784,3,4,1,1
893,-2.944171,53.396735,3,1,1,1
894,-2.938805,53.453577,3,1,1,1
895,-2.903486,53.377382,3,1,1,1
896,-2.8787700000000003,53.367741,3,1,1,2
897,-2.976074,53.400892000000006,3,1,1,1
898,-2.944396,53.393981999999994,3,4,1,1
899,-2.980258,53.404912,3,4,1,1
900,-2.961822,53.462509,3,4,1,1
901,-2.956277,53.388656000000005,3,4,1,1
902,-2.8572509999999998,53.369363,3,1,1,1
903,-2.947218,53.378158,2,1,1,1
904,-2.9649900000000002,53.384964000000004,3,1,1,1
905,-2.982719,53.409251,3,1,1,1
906,-2.905405,53.35655799999999,3,4,1,2
907,-2.98486,53.432901,2,4,1,1
908,-2.962023,53.437402,2,1,1,1
909,-2.973894,53.391049,3,1,1,1
910,-2.9601189999999997,53.384311,3,1,1,1
911,-2.884786,53.419444999999996,3,4,1,2
912,-2.858346,53.340095999999996,3,1,1,1
913,-2.967017,53.464434999999995,3,1,1,1
914,-2.9850380000000003,53.409313,2,4,2,2
915,-2.991539,53.395839,3,4,1,2
916,-2.8940099999999997,53.3893,3,5,2,2
